NORAD_number,satellite_name,country_of_owner,owner_operator,user,purpose,class_of_orbit,launch_date,contractor,country_of_contractor,launch_location,launch_vehicle
42860,Dove 2k-21 (0 Flock 2K-21 0F49),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-07-14,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a
42861,Dove 2k-22  (0 Flock  2K-22 0F4A),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-07-14,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a
42859,Dove 2k-23 (0 Flock 2K-23 0F4B),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-07-14,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a
42857,Dove 2k-24 (0 Flock 2K-24 0F4F),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-07-14,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a
42884,Dove 2k-25 (0 Flock 2K-25 0F4D),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-07-14,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a
42883,Dove 2k-26 (0 Flock 2K-26 0F53),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-07-14,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a
42882,Dove 2k-27 (0 Flock 2K-27 0F54),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-07-14,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a
42880,Dove 2k-28 (0 Flock 2K-28 1047),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-07-14,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a
42871,Dove 2k-29  (0 Flock 2K-29 1048),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-07-14,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a
42850,Dove 2k-3 (0 Flock 2K-3 0F21),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-07-14,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a
42872,Dove 2k-30 (0 Flock 2K-30 1049),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-07-14,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a
42869,Dove 2k-31 (0 Flock 2K-31 104A),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-07-14,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a
42870,Dove 2k-32 (0 Flock 2K-32  104B),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-07-14,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a
42879,Dove 2k-33 (0 Flock 2K-33 104C),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-07-14,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a
42878,Dove 2k-34 (0 Flock 2K-34 104D),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-07-14,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a
42877,Dove 2k-35 (0 Flock 2K-35 104E),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-07-14,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a
42876,Dove 2k-36 (0 Flock 2K-36 104F),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-07-14,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a
42867,Dove 2k-37 (0 Flock 2K-37 1050),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-07-14,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a
42868,Dove 2k-38 (0 Flock 2K-38 1051),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-07-14,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a
42866,Dove 2k-39 (0 Flock 2K-39 1052),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-07-14,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a
42851,Dove 2k-4 (0 Flock 2K-4 0F24),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-07-14,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a
42865,Dove 2k-40 (0 Flock 2K-40 1053),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-07-14,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a
42875,Dove 2k-41 (0 Flock 2K-41 1054),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-07-14,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a
42874,Dove 2k-43 (0 Flock 2K-43 1056),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-07-14,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a
42873,Dove 2k-44 (0 Flock 2K-44 1020),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-07-14,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a
42856,Dove 2k-45  (0 Flock 2K-45  100D),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-07-14,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a
42858,Dove 2k-46 (0 Flock 2K-46 103F),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-07-14,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a
42854,Dove 2k-47 (0 Flock 2K-47 1043),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-07-14,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a
42855,Dove 2k-48 (0 Flock 2K-48 101C),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-07-14,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a
42864,Dove 2k-5 (0  Flock 2K-5 0F29),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-07-14,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a
42897,Dove 2k-6 (0 Flock 2K-6 0F2A),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-07-14,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a
42862,Dove 2k-7 (0 Flock 2K-7 0F2B),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-07-14,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a
42863,Dove 2k-8 (0 Flock 2K-8 0F2D),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-07-14,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a
42896,Dove 2k-9 (0 Flock 2K-9 0F2E),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-07-14,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a
41617,Dove 2p-1 ( (0 Flock 2P-1 0E0D),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2016-06-22,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV XL
41612,Dove 2p-10 (0 Flock 2P-10 0E2F),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2016-06-22,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV XL
41608,Dove 2p-11 (0 Flock 2P-11 0E30),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2016-06-22,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV XL
41614,Dove 2p-12 (0 Flock 2P-12 0E3A),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2016-06-22,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV XL
41609,Dove 2p-2 (0 Flock 2P-2 (0e0E),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2016-06-22,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV XL
41618,Dove 2p-3 (0 Flock 2P-3 (0E0F),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2016-06-22,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV XL
41611,Dove 2p-4 (0 Flock 2P-4 0E14),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2016-06-22,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV XL
41616,Dove 2p-5 (0 Flock 2P-5 0E16),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2016-06-22,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV XL
41606,Dove 2p-6 (0 Flock 2P-6 0E19),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2016-06-22,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV XL
41615,Dove 2p-7 (0 Flock 2P-7 0E1F),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2016-06-22,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV XL
41613,Dove 2p-8 (0 Flock 2P-8 0E20),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2016-06-22,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV XL
41610,Dove 2p-9 (0 Flock 2P-9 0E26),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2016-06-22,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV XL
39429,Dove 3 (0177),USA,"Planet Labs, Inc.",Commercial,Technology Development,LEO,2013-11-21,"Planet Labs, Inc.",USA,Dombarovsky Air Base,Dnepr
43894,Dove 3k-1 (0 Flock 3K-1 1062),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2018-12-27,"Planet Labs, Inc.",USA,Vostochny Cosmodrome,Soyuz 2.1a
43905,Dove 3k-10 (0 Flock 3K-10 106d),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2018-12-27,"Planet Labs, Inc.",USA,Vostochny Cosmodrome,Soyuz 2.1a
43904,Dove 3k-11 (0 Flock 3K-11 106e),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2018-12-27,"Planet Labs, Inc.",USA,Vostochny Cosmodrome,Soyuz 2.1a
43903,Dove 3k-12 (0 Flock 3K-12 106f),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2018-12-27,"Planet Labs, Inc.",USA,Vostochny Cosmodrome,Soyuz 2.1a
43895,Dove 3k-2 (0 Flock 3K-2 106c),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2018-12-27,"Planet Labs, Inc.",USA,Vostochny Cosmodrome,Soyuz 2.1a
43892,Dove 3k-3 (0 Flock 3K-3 1068),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2018-12-27,"Planet Labs, Inc.",USA,Vostochny Cosmodrome,Soyuz 2.1a
43893,Dove 3k-4 (0 Flock 3K-4 1063),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2018-12-27,"Planet Labs, Inc.",USA,Vostochny Cosmodrome,Soyuz 2.1a
43899,Dove 3k-5 (0 Flock 3K-5 1067),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2018-12-27,"Planet Labs, Inc.",USA,Vostochny Cosmodrome,Soyuz 2.1a
43896,Dove 3k-6 (0 Flock 3K-6 1069),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2018-12-27,"Planet Labs, Inc.",USA,Vostochny Cosmodrome,Soyuz 2.1a
43902,Dove 3k-7 (0 Flock 3K-7 106a),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2018-12-27,"Planet Labs, Inc.",USA,Vostochny Cosmodrome,Soyuz 2.1a
43901,Dove 3k-8 (0 Flock 3K-8 106b),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2018-12-27,"Planet Labs, Inc.",USA,Vostochny Cosmodrome,Soyuz 2.1a
43906,Dove 3k-9 (0 Flock 3K-9 1065),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2018-12-27,"Planet Labs, Inc.",USA,Vostochny Cosmodrome,Soyuz 2.1a
42995,Dove 3m-1 (0 Flock 3M-1 0F06),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-10-31,"Planet Labs, Inc.",USA,Vandenberg AFB,Minotaur-C
42998,Dove 3m-2 (0 Flock 3M-2 0F02),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-10-31,"Planet Labs, Inc.",USA,Vandenberg AFB,Minotaur-C
42996,Dove 3m-3 (0 Flock 3M-3 0F13),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-10-31,"Planet Labs, Inc.",USA,Vandenberg AFB,Minotaur-C
42997,Dove 3m-4 (0 Flock 3M-4 0F4C),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-10-31,"Planet Labs, Inc.",USA,Vandenberg AFB,Minotaur-C
41967,Dove 3p-1 (0 Flock 3P-1 1000),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-02-14,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
43121,Dove 3p'-1 (0 Flock 3p'1 1100),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2018-01-11,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
41974,Dove 3p-10 (0 Flock 3P-10 1022),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-02-14,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
41975,Dove 3p-11 (0 Flock 3P-11 101F),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-02-14,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
41972,Dove 3p-12 (0 Flock 3P-12 1010),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-02-14,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
42040,Dove 3p-13 (0 Flock 3P-13 1016),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-02-14,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
42012,Dove 3p-14 (0 Flock 3P-14 1018),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-02-14,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
42039,Dove 3p-15 (0 Flock 3P-15 101D),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-02-14,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
42011,Dove 3p-16 (0 Flock 3P-16 100E),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-02-14,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
41962,Dove 3p-17 (0 Flock 3P-17 1023),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-02-14,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
41957,Dove 3p-18 (0 Flock 3P-18  102B),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-02-14,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
41955,Dove 3p-19 (0 Flock 3P-19 1024),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-02-14,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
41966,Dove 3p-2 (0 Flock 3P-2 1001),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-02-14,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
43120,Dove 3p'-2 (0 Flock 3p'2 1102),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2018-01-11,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
41950,Dove 3p-20 (0 Flock 3P-20 1029),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-02-14,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
41959,Dove 3p-21 (0 Flock 3P-21 102A),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-02-14,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
41958,Dove 3p-22 (0 Flock 3P-22 1028),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-02-14,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
42018,Dove 3p-23 (0 Flock 3P-23 1025),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-02-14,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
41956,Dove 3p-24 (0 Flock 3P-24 1026),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-02-14,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
41964,Dove 3p-25 (0 Flock 3P-25 102F),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-02-14,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
41961,Dove 3p-26 (0 Flock 3P-26 102D),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-02-14,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
41963,Dove 3p-27 (0 Flock 3P-27 1030),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-02-14,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
41960,Dove 3p-28 (0 Flock 3P-28 102C),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-02-14,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
42045,Dove 3p-29 (0 Flock 3P-29 1033),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-02-14,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
43119,Dove 3p'-3  (0 Flock 3p'3 1105),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2018-01-11,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
41968,Dove 3p-3 (0 Flock 3P-3 1002),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-02-14,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
41987,Dove 3p-30 (0 Flock 3P-30 102E),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-02-14,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
42049,Dove 3p-31 (0 Flock 3P-31 1032),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-02-14,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
42023,Dove 3p-32 (0 Flock 3P-32 1035),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-02-14,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
41990,Dove 3p-33 (0 Flock 3P-33 103C),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-02-14,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
41988,Dove 3p-34 (0 Flock 3P-34 103B),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-02-14,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
41989,Dove 3p-35 (0 Flock 3P-35 103D),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-02-14,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
41986,Dove 3p-36 (0 Flock 3P-36 103A),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-02-14,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
41953,Dove 3p-37 (0 Flock 3P-37 1037),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-02-14,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
42037,Dove 3p-38 (0 Flock 3P-38 1036),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-02-14,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
42038,Dove 3p-39 (0 Flock 3P-39 103E,USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-02-14,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
41965,Dove 3p-4 (0 Flock 3P-4 1003),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-02-14,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
43122,Dove 3p'-4 (0 Flock 3p'4 1107),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2018-01-11,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
42010,Dove 3p-40 (0 Flock 3P-40 1039),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-02-14,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
42004,Dove 3p-41 (0 Flock 3P-41 1031),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-02-14,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
42008,Dove 3p-42 (0 Flock 3P-42 101E),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-02-14,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
42007,Dove 3p-43 (0 Flock 3P-43 1041),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-02-14,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
42033,Dove 3p-44 (0 Flock 3P-44 1019),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-02-14,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
42005,Dove 3p-45 (0 Flock 3P-45 101A),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-02-14,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
42031,Dove 3p-46 (0 Flock 3P-46 1011),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-02-14,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
42032,Dove 3p-47 (0 Flock 3P-47 1027),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-02-14,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
42006,Dove 3p-48 (0 Flock 3P-48 1042),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-02-14,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
42001,Dove 3p-49 (0 Flock 3P-49 1038),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-02-14,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
41971,Dove 3p-5 (0 Flock 3P-5 0F18),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-02-14,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
42029,Dove 3p-50 (0 Flock 3P-50 1034),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-02-14,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
41952,Dove 3p-51 (0 Flock 3P-51 1006),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-02-14,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
42030,Dove 3p-52 (0 Flock 3P-52 1044),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-02-14,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
42013,Dove 3p-53 (0 Flock 3P-53 1007),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-02-14,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
42014,Dove 3p-54  (0 Flock 3P-54 1005),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-02-14,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
42041,Dove 3p-55 (0 Flock 3P-55 1008),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-02-14,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
